Austria,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Belarus,1.  Energy,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Belarus,2.  Industrial Processes and Product Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Belarus,5.  Waste,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Belarus,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Italy,5.  Waste,5.220727532,5.220727532,5.495782825,5.678042268,5.926757176,6.234402155,6.516208026,6.800112355,7.060077792,6.946907406,6.984122742,7.439631247,8.011196607,7.729015471,7.667884662,7.431789553,7.54787125,7.44311078,7.355331393,7.097458385,7.11483436,7.048519647,7.135603394,7.84136528,8.198402984,8.411058212,8.445291666,8.389783893,8.499579635
Italy,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Japan,1.  Energy,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Japan,2.  Industrial Processes and Product Use,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Japan,5.  Waste,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Japan,6.  Other,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Kazakhstan,1.  Energy,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Kazakhstan,2.  Industrial Processes and Product Use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kazakhstan,5.  Waste,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Kazakhstan,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
Latvia,1.  Energy,1.572253251,1.572253251,1.871339824,1.855278923,2.050027301,2.094991948,2.378421579,2.472182144,2.369870014,2.338128867,2.309403216,2.196936093,2.411725521,2.388153765,2.524701067,2.647171251,2.746950687,2.733037741,2.69041802,2.561484169,2.860686222,2.34226744,2.438192584,2.606528091,2.421261232,2.401855755,2.114600066,2.043018498,2.214580463
Latvia,2.  Industrial Processes and Product Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Latvia,5.  Waste,0.244064858,0.244064858,0.242953355,0.242101217,0.238447992,0.233085802,0.229995975,0.227489285,0.225477488,0.223345043,0.222094754,0.222134697,0.247980185,0.23420928,0.202973567,0.231067702,0.226784004,0.22089684,0.216595704,0.246615084,0.221631927,0.229912443,0.179403301,0.178190056,0.174400981,0.181338383,0.180293074,0.194257743,0.157553812
Latvia,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Liechtenstein,1.  Energy,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Liechtenstein,2.  Industrial Processes and Product Use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liechtenstein,5.  Waste,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Liechtenstein,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Lithuania,1.  Energy,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
Lithuania,2.  Industrial Processes and Product Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Lithuania,5.  Waste,0.74926,0.74926,0.75052,0.74354,0.73981,0.74043,0.73868,0.73141,0.72472,0.71835,0.71319,0.6778,0.66052,0.6473,0.60488,0.5751,0.5382,0.49652,0.49052,0.52959,0.50183,0.46495,0.45781,0.42886,0.4463,0.42841,0.40278,0.45276,0.43112
Lithuania,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Luxembourg,2.  Industrial Processes and Product Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Luxembourg,5.  Waste,0.048,0.048,0.0469344,0.0458688,0.04741608,0.046881115,0.0465918,0.0449535,0.04880458,0.06018588,0.05812918,0.06387868,0.06181794,0.06338764,0.063985536,0.06139432,0.06150102,0.0665931,0.06730438,0.0692017,0.06686994,0.06491016,0.045557582,0.046591491,0.044327515,0.044416314,0.037778593,0.036774978,0.035324718
Luxembourg,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Malta,1.  Energy,0.002133855,0.002133855,0.006571953,0.011873853,0.017313525,0.023630084,0.029493832,0.036557624,0.041909735,0.047860876,0.055718975,0.061701693,0.060051672,0.058400414,0.058492868,0.059532581,0.058254572,0.058899363,0.060080292,0.072980302,0.060024771,0.058895488,0.056095565,0.05386254,0.052051374,0.049965485,0.049110596,0.046562665,
Malta,2.  Industrial Processes and Product Use,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Malta,5.  Waste,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Malta,6.  Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
Monaco,1.  Energy,0.000412551,0.000412551,0.000453578,0.000509499,0.000966364,0.002508502,0.003328149,0.004233328,0.004624359,0.005631542,0.006592074,0.006843129,0.006603423,0.006074443,0.005327557,0.004748441,0.004256931,0.003915602,0.003709163,0.003285459,0.002680061,0.002138255,0.002173231,0.002107512,0.001954646,0.001725283,0.001535959,0.00147494,0.001415635
Monaco,2.  Industrial Processes and Product Use,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE,IE
Monaco,5.  Waste,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Monaco,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Netherlands,1.  Energy,1.539615138,1.539615138,1.782627088,2.013755992,2.196545859,2.338048414,2.789613062,3.207203796,3.522072434,3.792938461,4.207704909,4.45289281,4.939864789,5.289393927,5.437439747,5.563569424,5.623018148,5.560093789,5.464558247,6.023149987,5.663495964,5.356966651,5.540930002,5.184325483,4.665577677,4.224641753,4.694967228,,
Netherlands,2.  Industrial Processes and Product Use,5.434831752,5.434831752,5.383558483,5.332285213,5.281011944,5.229738674,5.178481405,5.020461842,4.896999,4.763757162,4.555245998,3.999586291,4.074962948,3.751420946,3.869084279,4.413920281,3.642385848,3.462975469,3.247737846,2.595498193,2.523739882,2.558558766,2.42411046,2.146816403,2.251634454,2.210328255,,,
Netherlands,5.  Waste,0.0456,0.0456,0.0644,0.1236068,0.1941194,0.270807104,0.313391364,0.321047001,0.331119649,0.299569612,0.301018569,0.3203808,0.3091872,0.311090627,0.293989203,0.316849007,0.337757521,0.323098523,0.311015245,0.288002831,0.302041378,0.25417056,0.242488928,0.24328,0.23565,0.23563,,,
Netherlands,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,2.  Industrial Processes and Product Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,5.  Waste,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
New Zealand,6.  Other,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Norway,1.  Energy,0.240459118,0.240459118,0.305768362,0.377504275,0.477141845,0.59205974,0.865581459,1.097590116,1.326473215,1.549338415,1.751669175,1.94237427,2.063402331,2.105768866,2.096629807,2.07083909,2.09116148,2.03776797,1.989438854,1.861182516,1.71899163,1.584845641,1.42829895,1.293061973,1.132867722,0.991717818,0.890315017,0.803238792,0.751641669
Norway,2.  Industrial Processes and Product Use,0.6062656,0.6062656,0.47461945,0.49201945,0.440808,0.4269946,0.46557825,0.46049535,0.49355145,0.5283192,0.50237435,0.725395561,0.697309911,0.569644083,0.539937528,0.572103626,0.55021559,0.685255831,0.626593357,0.614744935,0.449976078,0.537101666,0.59256366,0.624338016,0.646841065,0.622332684,0.749093915,0.691235163,0.611603867
Norway,5.  Waste,0.108148278,0.108148278,0.135652874,0.155823173,0.163991145,0.165072769,0.168703339,0.166992683,0.223334141,0.224485824,0.26614668,0.290814661,0.304136329,0.339352382,0.371960672,0.330484427,0.331303226,0.334220922,0.28738559,0.314048833,0.339403322,0.340130162,0.324503781,0.368659337,0.353763057,0.286529836,0.290312384,0.337093399,0.335852706
Poland,1.  Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,2.  Industrial Processes and Product Use,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,5.  Waste,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Poland,6.  Other,NA,448.6675844,407.5691836,384.8767426,362.9780724,368.0974747,365.0648352,348.5848422,354.5741763,358.7575706,349.3087035,330.7292083,336.2490448,334.4606611,317.9798092,308.0086026,324.3156611,336.8034214,336.3146375,323.5714004,309.3516926,303.3347982,303.9128617,293.8753421,294.4338431,288.7598366,284.7270654,293.3057517,306.1641852
Portugal,1.  Energy,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Portugal,2.  Industrial Processes and Product Use,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Portugal,5.  Waste,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Portugal,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Romania,2.  Industrial Processes and Product Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Romania,5.  Waste,"NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO","NE,NO"
Russian Federation,1.  Energy,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Russian Federation,2.  Industrial Processes and Product Use,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,
Russian Federation,5.  Waste,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
Russian Federation,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,
Slovakia,1.  Energy,0.522766252,0.522766252,0.731419877,0.619186299,0.813403791,0.881204132,0.951531152,1.198473746,1.140860225,1.203043485,1.37072701,1.399087171,1.590888326,1.561563825,1.760327194,2.002163495,2.675619651,2.492497983,2.724552572,2.466995047,2.307103994,2.600191074,2.402216436,2.526158594,2.292852547,1.720210375,1.921168558,2.074597075,1.88771623
Slovakia,2.  Industrial Processes and Product Use,0.610129925,0.610129925,0.568853504,0.556881161,0.556515025,0.537453814,0.528029785,0.516398021,0.502873847,0.486197701,0.473016591,0.351581985,0.361431552,0.419745148,0.384382196,0.350051827,0.336605533,0.169091351,0.283411239,0.150230559,0.12894426,0.120897028,0.218316553,0.217647453,0.161517087,0.121131514,0.185780871,0.265615306,0.258353595
Slovakia,5.  Waste,1.249220554,1.249220554,1.191633045,1.184875519,1.169920333,1.164513075,1.154968666,1.130080174,1.099105435,1.065750288,1.032285958,0.997869381,0.946929197,0.930478524,0.888247221,0.831767431,0.785677377,0.807129385,0.679196978,0.634520636,0.616427191,0.534968023,0.396969462,0.396803932,0.351306612,0.35928738,0.40779618,0.337294679,0.354282129
Slovakia,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Slovenia,1.  Energy,1.250599741,1.197273495,1.174610104,1.181262823,1.261156826,1.347961679,1.440625137,1.586178707,1.67859267,1.680356078,1.648002437,1.749232549,1.768055352,1.780295733,1.832074289,1.811449782,2.046870645,2.006888437,1.961636403,1.972011892,2.189868858,2.184989031,2.13063874,2.045356402,2.038849169,1.742414151,1.771271291,NE,NE
Slovenia,2.  Industrial Processes and Product Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,0.104262,0.104262,0.104262,0.06778,0.125969,0.092355,0.08401,0.070713709,0.0017402,0.0565484,0.0574044,0.05199,0.075052,0.067449,0.065303,0.047022,NE,
Slovenia,5.  Waste,1.1783776,1.015989103,0.967955579,0.913850055,0.859987731,0.813717406,0.776169225,0.724545301,0.674858977,0.617935853,0.586628728,0.543990404,0.50390088,0.459132136,0.415053907,0.076790621,0.062648432,0.051244795,0.043464922,0.041986296,0.036438016,0.018574723,0.020593072,0.019397914,0.021752775,0.022049467,0.021989647,0.024456396,NE
Slovenia,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Spain,1.  Energy,8.728415728,8.728415728,8.342117303,7.896031108,8.311940688,9.158379317,9.371090839,10.2746569,10.87568507,12.2373598,13.4273281,13.77583631,13.96700189,15.07066839,14.9297941,14.74845705,14.38450714,13.76201966,13.26200088,12.79327301,13.12189753,12.63706906,12.62863182,12.7423935,12.81223162,12.27073825,12.45341379,12.28970191,12.62944074
Spain,2.  Industrial Processes and Product Use,42.74938692,42.74938692,35.48846797,29.95681845,25.26427714,27.90496068,30.83214194,30.88407888,39.98576135,35.43161557,39.51252256,32.4822213,29.04200062,28.76397973,34.75773749,31.77745293,33.31669412,28.1336818,24.13106124,25.56609746,26.3562372,25.80483635,25.73763093,26.01832517,25.47136236,26.34618146,33.30694518,30.71474127,34.1808634
Spain,5.  Waste,21.31568532,21.31568532,20.36542085,19.44530999,18.55200937,17.64659332,16.74041694,15.83093739,14.94595479,14.02619189,13.15429389,12.3499202,11.53717093,10.82098807,10.03444821,9.240139857,8.373196163,7.079454176,6.542604703,6.797291895,4.696965205,2.668989692,2.62268059,1.859742442,1.913050328,1.919172161,2.00163602,1.84324457,1.842956231
Spain,6.  Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Switzerland,1.  Energy,1.735010268,1.735010268,2.145565624,2.561986241,2.640530591,2.873041394,2.998852937,3.290224524,3.604218093,3.861167047,4.186735349,5.425350996,5.238919166,4.921235968,4.681903228,4.442709675,4.190314803,3.890417434,3.762869069,3.549348041,3.308189321,3.084319673,2.823187678,2.600528916,2.389704812,2.231511538,1.997845182,1.919165917,1.859735935
Switzerland,2.  Industrial Processes and Product Use,0.36854965,0.36854965,0.333374987,0.335185475,0.326400962,0.32232589,0.323081277,0.333235575,0.357435144,0.360903911,0.381369916,0.395676894,0.322934345,0.315685065,0.317712723,0.333630041,0.352719858,0.304207143,0.29372705,0.279525551,0.276102981,0.209306437,0.230149341,0.21124976,0.177485439,0.204443908,0.167082212,0.161199256,0.179610483
Switzerland,5.  Waste,0.910900448,0.910900448,0.855296953,0.874219733,0.850698429,0.82576555,0.847216427,0.857648483,0.85777037,0.856796526,0.877303857,0.906938499,0.927473655,0.944950072,0.921456468,0.931265994,0.925451266,0.926358987,0.920136434,0.906091005,0.890884117,0.883141303,0.874656513,0.877321585,0.882631547,0.887079401,0.892944633,0.90104312,0.900624903
Switzerland,6.  Other,0.977837398,0.977837398,0.942981652,0.927464224,0.904655763,0.90036629,0.916194517,0.998638142,0.976748802,0.961998457,1.007739811,0.998995252,0.957043901,0.961448328,0.93605455,0.896812072,0.872093383,0.846465025,0.854831023,0.855801491,0.867689204,0.905594353,0.941478882,1.002904176,0.999134738,1.022327831,1.023862167,1.013437742,1.005537285
Turkey,1.  Energy,1.028795932,1.028795932,1.020450335,1.022679348,1.020971549,1.074815262,1.085489469,1.086942158,1.107051558,1.111080853,1.067286745,1.0491691,0.993656621,0.96457777,0.931311702,0.93733276,0.898283262,0.883570278,0.84298605,0.886728421,1.559403446,1.493484779,1.430138221,7.08184162,7.165959199,6.856257338,8.778541574,5.325952157,
Turkey,2.  Industrial Processes and Product Use,44.9253067,44.9253067,36.26963288,38.33073656,43.41006455,25.97472514,41.3897939,41.30204508,34.41105272,39.86975661,34.6418325,33.03221256,28.1521189,32.89322148,31.70914214,31.97993034,29.8806933,37.12194515,35.04996447,37.16216049,33.32911062,37.16216049,39.90508645,38.85790881,37.31587881,37.84011418,31.5894832,25.69567918,
Turkey,5.  Waste,48.215784,48.215784,47.5624496,46.9130576,46.2588752,45.6111392,44.9786176,46.7817376,44.7827616,45.7549232,44.4024784,42.895304,41.2862608,40.6844864,40.7829232,40.736848,38.4268208,30.1317008,30.9139928,31.7504352,31.5459952,31.5294976,29.3413528,26.9961424,23.6074752,20.198904,21.8711424,20.140288,20.140288
Turkey,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Ukraine,1.  Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ukraine,2.  Industrial Processes and Product Use,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
Ukraine,5.  Waste,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,
Ukraine,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,
United Kingdom of Great Britain and Northern Ireland,1.  Energy,2.093104328,2.093104328,2.16976688,2.713399665,4.4293225,6.772141134,8.768465882,10.8544767,13.34641817,15.67344131,17.75742972,24.92217525,23.39445826,22.11944502,20.50773116,19.39667476,18.09108585,17.26605712,15.92413321,14.60404818,13.96392789,13.12694389,12.08910747,10.99441875,10.29936452,9.570502885,9.700212125,9.134112122,
United Kingdom of Great Britain and Northern Ireland,2.  Industrial Processes and Product Use,11.31452444,11.31452444,11.2039477,10.82362595,10.31453456,10.2120388,10.18115414,11.06430006,9.336694565,11.70280189,7.621372141,6.385175892,6.444659754,6.188351186,5.877434186,5.857274992,6.796796077,6.53028033,6.287364161,5.702475516,5.450702643,5.758643912,6.455374596,6.077134137,4.782446899,4.300750245,3.47089949,3.833460707,4.266620873
United Kingdom of Great Britain and Northern Ireland,5.  Waste,16.67138218,16.67138218,16.41894771,16.7376979,17.66312557,17.90818689,18.38470419,19.30780267,19.71293842,19.6475875,20.78677049,20.73790691,21.03100726,21.61292999,21.98515226,21.2733529,21.43727311,21.49313593,22.21420874,22.42497631,22.75755231,22.62028945,22.84465375,22.78591768,22.93058205,23.14261439,23.47416593,23.14261439,23.47416593
United Kingdom of Great Britain and Northern Ireland,6.  Other,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
United States of America,1.  Energy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
United States of America,2.  Industrial Processes and Product Use,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
United States of America,5.  Waste,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE,NE
United States of America,6.  Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: UNFCCC Data Interface,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 1: The reporting and review requirements for GHG inventories are different for Annex I and non-Annex I Parties. The definition format of data for emissions/removals from the forestry sector is different for Annex I and non-Annex I Parties.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note 2: Base year data in the data interface relate to the base year under the Climate Change Convention (UNFCCC).  The base year under the Convention is defined slightly different than the base year under the Kyoto Protocol.  An exception is made for European Union (KP) whereby the base year under the Kyoto Protocol is displayed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note 3: – means ""No data available""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note 4: Data displayed on the data interface are ""as received"" from Parties. The publication of Party submissions on this website does not imply the expression of any opinion whatsoever on the part of the UNFCCC or the Secretariat of the United Nations concerning the legal status of any country, territory, city or area or of its authorities, or concerning the delimitation of its frontiers or boundaries as may be referred to in any of the submissions.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Report produced on Monday, 12 August 2019, 14:22:55 GMT-3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
