"Source","Data.Type","Emission","Region","Sector","Start.Year","End.Year","Source.Comment"
"Master_Country_List.csv","Mapping",NA,"All",NA,NA,NA,"Master iso/name list for CEDS countries cross referenced to various datasets and regional groupings"
