Region,fuel,X1850,X1855,X1860,X1865,X1870,X1875,X1880,X1885,X1890,X1895,X1900,X1905,X1910,X1915,X1920,X1925,X1930,X1935,X1940,X1945,X1950,X1955,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
Oceania     ,coal_coke,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,5.00E-06,4.82E-06,4.65E-06,4.47E-06,4.29E-06,4.12E-06,4.16E-06,4.20E-06,4.24E-06,4.28E-06,4.31E-06,4.35E-06,4.39E-06,4.43E-06,4.47E-06,4.51E-06,4.57E-06,4.62E-06,4.67E-06,4.72E-06,4.77E-06,4.51E-06,4.25E-06,3.99E-06,3.72E-06,3.46E-06,3.69E-06,3.92E-06,4.15E-06,4.38E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06,4.61E-06
Oceania     ,diesel_oil,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002535211,0.002467105,0.002465392,0.002463812,0.00246482,0.002070909,0.001767126,0.001997733,0.0020034,0.002009066,0.002014733,0.0020204,0.002026067,0.002001592,0.001977117,0.001952643,0.001928168,0.001903694,0.001882291,0.001860888,0.001839485,0.001818082,0.001796679,0.00182497,0.00185326,0.001881551,0.001909842,0.001938132,0.001930688,0.001923243,0.001915798,0.001908353,0.001900908,0.001873841,0.001846775,0.001819709,0.001792642,0.001765576,0.00176092,0.001756264,0.001751608,0.001746951,0.001742295,0.001732149,0.001722003,0.001711857,0.00170171,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564,0.001691564
Oceania     ,hard_coal,0.000199203,0.000199203,0.000180095,0.000190081,0.000191386,0.000192919,0.000186101,0.000186192,0.000186765,0.000186626,0.000183986,0.000222631,0.000210074,0.000205861,0.000207622,0.000205866,0.000200683,0.000168914,0.000159086,0.000144198,0.000119409,0.000110588,0.00010295,0.000101767,0.000100585,9.94E-05,9.82E-05,9.70E-05,9.67E-05,9.64E-05,9.60E-05,9.57E-05,9.53E-05,8.82E-05,8.11E-05,7.39E-05,6.68E-05,5.96E-05,6.02E-05,6.07E-05,6.13E-05,6.18E-05,6.23E-05,6.08E-05,5.92E-05,5.76E-05,5.60E-05,5.45E-05,5.29E-05,5.12E-05,4.96E-05,4.80E-05,4.64E-05,4.50E-05,4.36E-05,4.23E-05,4.09E-05,3.95E-05,3.67E-05,3.40E-05,3.13E-05,2.85E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05,2.58E-05
Oceania     ,heavy_oil,0.000110705,0.000110705,0.000110705,0.000110705,0.000110705,0.000110705,0.000110705,0.000110705,0.000110705,0.000110705,0.000110705,0.000110705,0.000121575,0.000119704,0.000130459,0.000154547,0.000150954,0.000121074,0.000110891,0.000113928,0.000187282,0.000122767,0.000121975,0.000118638,0.000115301,0.000111964,0.000108628,0.000105291,0.000104882,0.000104474,0.000104065,0.000103656,0.000103247,0.000103479,0.000103711,0.000103942,0.000104174,0.000104405,0.000102432,0.000100459,9.85E-05,9.65E-05,9.45E-05,9.52E-05,9.58E-05,9.64E-05,9.71E-05,9.77E-05,9.81E-05,9.85E-05,9.89E-05,9.93E-05,9.97E-05,9.93E-05,9.90E-05,9.86E-05,9.82E-05,9.78E-05,9.72E-05,9.67E-05,9.61E-05,9.56E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05,9.50E-05
Oceania     ,light_oil,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000425,0.000429553,0.000420875,0.00043871,0.000434783,0.000433105,0.000435557,0.000436163,0.000434732,0.000435562,0.000433694,0.000434363,0.000432217,0.000430194,0.000428171,0.000426148,0.000424124,0.000422101,0.000415047,0.000407993,0.000400939,0.000393885,0.000386831,0.000382164,0.000377497,0.000372829,0.000368162,0.000363495,0.00033237,0.000301245,0.000270119,0.000238994,0.000207869,0.000191208,0.000174547,0.000157886,0.000141225,0.000124564,0.000127627,0.00013069,0.000133754,0.000136817,0.00013988,0.000141517,0.000143153,0.00014479,0.000146426,0.000148063,0.000131735,0.000115407,9.91E-05,8.28E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05,6.64E-05
OECD Europe ,biomass,0.000114609,0.000114185,0.000113309,0.000112223,0.000108532,0.000107218,0.000110691,0.000110537,0.00011197,0.000114197,0.000115759,0.000118734,0.000120141,0.000128412,0.000139277,0.000140456,0.000145691,0.000159726,0.000166292,0.000172881,0.000160929,0.000140843,0.00012758,0.000125069,0.000122558,0.000120047,0.000117536,0.000115024,0.000112361,0.000109698,0.000107034,0.000104371,0.000101707,0.0001008,9.99E-05,9.90E-05,9.81E-05,9.72E-05,9.69E-05,9.67E-05,9.65E-05,9.62E-05,9.60E-05,9.55E-05,9.51E-05,9.46E-05,9.42E-05,9.37E-05,9.31E-05,9.25E-05,9.18E-05,9.12E-05,9.06E-05,9.05E-05,9.03E-05,9.02E-05,9.01E-05,9.00E-05,8.97E-05,8.94E-05,8.91E-05,8.88E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05,8.85E-05
OECD Europe ,brown_coal,8.79E-05,8.79E-05,8.81E-05,8.79E-05,8.79E-05,8.79E-05,8.79E-05,8.79E-05,8.79E-05,8.79E-05,8.79E-05,8.79E-05,8.79E-05,8.80E-05,8.80E-05,8.59E-05,8.07E-05,7.45E-05,6.93E-05,6.58E-05,6.82E-05,6.61E-05,6.53E-05,6.51E-05,6.50E-05,6.48E-05,6.46E-05,6.44E-05,6.32E-05,6.21E-05,6.09E-05,5.97E-05,5.85E-05,5.67E-05,5.49E-05,5.31E-05,5.13E-05,4.94E-05,4.27E-05,3.60E-05,2.92E-05,2.25E-05,1.57E-05,1.49E-05,1.42E-05,1.34E-05,1.26E-05,1.18E-05,1.18E-05,1.17E-05,1.16E-05,1.16E-05,1.15E-05,1.08E-05,1.01E-05,9.42E-06,8.74E-06,8.05E-06,7.73E-06,7.40E-06,7.08E-06,6.75E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06,6.43E-06
OECD Europe ,coal_coke,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.38E-06,4.28E-06,4.19E-06,4.09E-06,4.00E-06,4.06E-06,4.13E-06,4.19E-06,4.25E-06,4.32E-06,4.34E-06,4.37E-06,4.39E-06,4.42E-06,4.44E-06,4.43E-06,4.43E-06,4.42E-06,4.41E-06,4.40E-06,4.43E-06,4.46E-06,4.49E-06,4.52E-06,4.55E-06,4.53E-06,4.52E-06,4.50E-06,4.49E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06,4.47E-06
OECD Europe ,diesel_oil,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.002231738,0.001918658,0.002114512,0.002181443,0.00237113,0.001596298,0.001248279,0.001223571,0.00122905,0.00123453,0.001240009,0.001245488,0.001250967,0.001313182,0.001375397,0.001437611,0.001499826,0.001562041,0.001535594,0.001509147,0.0014827,0.001456253,0.001429806,0.001461793,0.00149378,0.001525768,0.001557755,0.001589743,0.001609457,0.001629172,0.001648887,0.001668601,0.001688316,0.001727724,0.001767132,0.001806539,0.001845947,0.001885355,0.001806004,0.001726653,0.001647303,0.001567952,0.001488601,0.00141631,0.001344019,0.001271728,0.001199437,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146,0.001127146
OECD Europe ,hard_coal,0.000571656,0.00056811,0.00047315,0.000420522,0.000388347,0.00034519,0.000339659,0.000327395,0.000312173,0.000312839,0.000299171,0.000306563,0.000300182,0.00029154,0.000301191,0.00028362,0.000265587,0.000265079,0.000237056,0.00033132,0.000159077,0.000141731,0.000142525,0.000139778,0.000137032,0.000134286,0.000131539,0.000128793,0.000125195,0.000121596,0.000117998,0.000114399,0.000110801,0.000103685,9.66E-05,8.95E-05,8.23E-05,7.52E-05,7.36E-05,7.20E-05,7.04E-05,6.88E-05,6.72E-05,6.61E-05,6.51E-05,6.40E-05,6.30E-05,6.19E-05,5.92E-05,5.66E-05,5.39E-05,5.12E-05,4.86E-05,4.67E-05,4.48E-05,4.29E-05,4.10E-05,3.91E-05,3.77E-05,3.62E-05,3.48E-05,3.33E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05,3.18E-05
OECD Europe ,heavy_oil,9.27E-05,9.27E-05,9.27E-05,9.27E-05,9.27E-05,9.27E-05,9.27E-05,9.27E-05,9.18E-05,9.05E-05,9.26E-05,0.000147583,0.000200591,0.000163626,0.000127879,0.000171846,0.000173243,0.000159763,0.000154637,0.000137494,0.000143545,0.000111265,9.96E-05,9.92E-05,9.87E-05,9.82E-05,9.78E-05,9.73E-05,9.73E-05,9.72E-05,9.72E-05,9.71E-05,9.70E-05,9.68E-05,9.66E-05,9.64E-05,9.62E-05,9.59E-05,9.50E-05,9.41E-05,9.32E-05,9.23E-05,9.14E-05,9.14E-05,9.15E-05,9.15E-05,9.15E-05,9.16E-05,9.15E-05,9.14E-05,9.13E-05,9.13E-05,9.12E-05,9.12E-05,9.13E-05,9.13E-05,9.13E-05,9.14E-05,9.13E-05,9.13E-05,9.12E-05,9.12E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05,9.11E-05
OECD Europe ,light_oil,0.000471698,0.000471698,0.000451128,0.000440529,0.000432968,0.000433702,0.000433509,0.000433596,0.00043402,0.000435825,0.000434753,0.000434046,0.000434921,0.000432428,0.000435064,0.000434821,0.000434787,0.000434913,0.000435015,0.000435028,0.000430954,0.000427593,0.000422477,0.000421919,0.00042136,0.000420802,0.000420243,0.000419685,0.000404647,0.000389609,0.000374571,0.000359533,0.000344495,0.000335122,0.000325748,0.000316375,0.000307002,0.000297629,0.000266169,0.00023471,0.00020325,0.000171791,0.000140331,0.000135593,0.000130854,0.000126115,0.000121376,0.000116638,0.000121002,0.000125367,0.000129732,0.000134097,0.000138462,0.00012618,0.000113897,0.000101615,8.93E-05,7.70E-05,7.01E-05,6.32E-05,5.63E-05,4.94E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05,4.25E-05
South Americ,biomass,0.00081675,0.000803887,0.000791902,0.000777354,0.000762944,0.000746492,0.000732667,0.000716268,0.000703962,0.000691028,0.000685576,0.000667354,0.000658113,0.000669545,0.000664395,0.000663481,0.000657747,0.000658643,0.0006558,0.000654683,0.000646293,0.000649472,0.000654992,0.000657594,0.000660197,0.0006628,0.000665402,0.000668005,0.000658142,0.000648278,0.000638415,0.000628552,0.000618689,0.000616203,0.000613717,0.000611231,0.000608746,0.00060626,0.000610666,0.000615072,0.000619478,0.000623885,0.000628291,0.000623738,0.000619185,0.000614632,0.000610079,0.000605526,0.000605886,0.000606245,0.000606605,0.000606965,0.000607324,0.000605446,0.000603569,0.000601691,0.000599813,0.000597935,0.000596672,0.000595409,0.000594146,0.000592883,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619,0.000591619
South Americ,brown_coal,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,8.24E-05,7.39E-05,6.76E-05,6.77E-05,6.78E-05,6.79E-05,6.81E-05,6.82E-05,6.55E-05,6.27E-05,6.00E-05,5.73E-05,5.46E-05,5.51E-05,5.56E-05,5.61E-05,5.66E-05,5.71E-05,5.13E-05,4.56E-05,3.99E-05,3.42E-05,2.85E-05,3.16E-05,3.48E-05,3.79E-05,4.11E-05,4.42E-05,4.23E-05,4.05E-05,3.86E-05,3.68E-05,3.49E-05,3.36E-05,3.23E-05,3.10E-05,2.96E-05,2.83E-05,2.65E-05,2.47E-05,2.28E-05,2.10E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05,1.92E-05
South Americ,coal_coke,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.78E-06,5.49E-06,5.20E-06,4.91E-06,4.62E-06,4.34E-06,4.34E-06,4.35E-06,4.35E-06,4.36E-06,4.37E-06,4.37E-06,4.38E-06,4.38E-06,4.39E-06,4.40E-06,4.28E-06,4.16E-06,4.04E-06,3.92E-06,3.80E-06,3.84E-06,3.88E-06,3.92E-06,3.96E-06,4.00E-06,4.04E-06,4.09E-06,4.13E-06,4.17E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06,4.21E-06
South Americ,diesel_oil,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002317337,0.002253612,0.002288631,0.002104516,0.001896392,0.001841103,0.002036362,0.002096644,0.002156927,0.002217209,0.002277491,0.002337773,0.002302474,0.002267174,0.002231874,0.002196575,0.002161275,0.002221981,0.002282686,0.002343391,0.002404097,0.002464802,0.00242654,0.002388278,0.002350016,0.002311754,0.002273492,0.002346982,0.002420472,0.002493962,0.002567452,0.002640942,0.002662682,0.002684422,0.002706162,0.002727902,0.002749642,0.002676149,0.002602656,0.002529163,0.00245567,0.002382177,0.002299238,0.0022163,0.002133361,0.002050422,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483,0.001967483
South Americ,hard_coal,0.000180233,0.000180233,0.000180233,0.000180233,0.000180233,0.000180233,0.000180233,0.000180233,0.000180233,0.000180746,0.000181122,0.000207157,0.000194439,0.000195833,0.000224148,0.000204625,0.000205381,0.000205914,0.000225998,0.00030053,0.000233527,0.000195236,0.000154939,0.000148583,0.000142227,0.000135871,0.000129515,0.000123159,0.000111714,0.00010027,8.88E-05,7.74E-05,6.59E-05,6.48E-05,6.36E-05,6.25E-05,6.13E-05,6.02E-05,7.39E-05,8.76E-05,0.000101368,0.000115093,0.000128819,0.000127782,0.000126745,0.000125708,0.000124671,0.000123634,0.000122391,0.000121148,0.000119904,0.000118661,0.000117417,0.000114187,0.000110958,0.000107728,0.000104498,0.000101268,9.64E-05,9.15E-05,8.66E-05,8.18E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05,7.69E-05
South Americ,heavy_oil,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.87E-05,9.53E-05,8.94E-05,0.000117372,0.00010191,0.000123836,0.000128118,0.000115865,0.000153207,0.000105246,9.85E-05,9.68E-05,9.70E-05,9.72E-05,9.74E-05,9.76E-05,9.79E-05,9.83E-05,9.88E-05,9.92E-05,9.96E-05,0.000100079,9.87E-05,9.74E-05,9.60E-05,9.47E-05,9.33E-05,9.33E-05,9.32E-05,9.31E-05,9.30E-05,9.30E-05,9.48E-05,9.66E-05,9.84E-05,0.000100165,0.000101966,0.00010208,0.000102195,0.000102309,0.000102423,0.000102537,0.000102276,0.000102015,0.000101753,0.000101492,0.00010123,0.000100206,9.92E-05,9.82E-05,9.71E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05,9.61E-05
South Americ,light_oil,0.000506329,0.000506329,0.000506329,0.000506329,0.000506329,0.000506329,0.000506329,0.000506329,0.000506329,0.000506329,0.000456853,0.000448179,0.000432767,0.000441941,0.000436508,0.000438553,0.000437378,0.000437363,0.000437622,0.000437445,0.000427799,0.000432147,0.000431514,0.000431025,0.000430535,0.000430046,0.000429556,0.000429067,0.000415404,0.000401742,0.000388079,0.000374416,0.000360754,0.000359989,0.000359225,0.00035846,0.000357696,0.000356931,0.000347368,0.000337805,0.000328242,0.000318679,0.000309116,0.000307331,0.000305545,0.00030376,0.000301974,0.000300189,0.000299917,0.000299645,0.000299373,0.000299101,0.000298829,0.000284744,0.00027066,0.000256575,0.000242491,0.000228406,0.000204604,0.000180802,0.000157,0.000133198,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396,0.000109396
South Asia  ,biomass,0.000838398,0.000839746,0.00084143,0.000843136,0.000854808,0.000850771,0.00084605,0.000841972,0.000834494,0.000836502,0.000827182,0.00081503,0.000806579,0.000822281,0.000859151,0.000865731,0.000890714,0.00094163,0.000981336,0.001005905,0.001030294,0.001001457,0.000968364,0.000957728,0.000947092,0.000936457,0.000925821,0.000915185,0.000888388,0.00086159,0.000834792,0.000807994,0.000781196,0.000779778,0.00077836,0.000776941,0.000775523,0.000774105,0.000795904,0.000817704,0.000839503,0.000861302,0.000883101,0.000871894,0.000860686,0.000849478,0.00083827,0.000827062,0.000817882,0.000808701,0.000799521,0.00079034,0.00078116,0.00076813,0.0007551,0.000742071,0.000729041,0.000716011,0.000715712,0.000715413,0.000715114,0.000714814,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515,0.000714515
South Asia  ,brown_coal,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.33E-05,8.31E-05,8.29E-05,8.26E-05,8.24E-05,8.22E-05,6.77E-05,5.32E-05,3.87E-05,2.42E-05,9.72E-06,9.74E-06,9.76E-06,9.78E-06,9.80E-06,9.82E-06,1.39E-05,1.79E-05,2.20E-05,2.60E-05,3.01E-05,2.99E-05,2.97E-05,2.95E-05,2.92E-05,2.90E-05,2.89E-05,2.87E-05,2.86E-05,2.84E-05,2.83E-05,2.78E-05,2.74E-05,2.69E-05,2.65E-05,2.60E-05,2.52E-05,2.44E-05,2.36E-05,2.28E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05,2.21E-05
South Asia  ,diesel_oil,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002812071,0.002823674,0.002197802,0.00220339,0.002198408,0.002152766,0.001751186,0.001872049,0.00190986,0.001947671,0.001985482,0.002023292,0.002061103,0.002021488,0.001981872,0.001942257,0.001902642,0.001863026,0.001966335,0.002069643,0.002172951,0.002276259,0.002379567,0.00240073,0.002421894,0.002443057,0.00246422,0.002485383,0.002498771,0.002512159,0.002525546,0.002538934,0.002552322,0.002488756,0.002425191,0.002361626,0.002298061,0.002234496,0.002208272,0.002182048,0.002155825,0.002129601,0.002103377,0.002089807,0.002076236,0.002062665,0.002049095,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524,0.002035524
South Asia  ,hard_coal,0.000893855,0.000893855,0.000893855,0.000895586,0.000895376,0.000895167,0.000894957,0.000894664,0.000903103,0.000901061,0.000900146,0.000989946,0.000936799,0.000941108,0.000957818,0.000953584,0.000954651,0.000962591,0.000955331,0.000952316,0.00077,0.000729262,0.000676659,0.000663611,0.000650563,0.000637515,0.000624466,0.000611418,0.000581474,0.00055153,0.000521586,0.000491642,0.000461698,0.000461787,0.000461876,0.000461964,0.000462053,0.000462142,0.000475193,0.000488244,0.000501295,0.000514345,0.000527396,0.000522019,0.000516642,0.000511265,0.000505888,0.00050051,0.000490532,0.000480553,0.000470575,0.000460596,0.000450618,0.000431696,0.000412774,0.000393852,0.000374931,0.000356009,0.000343259,0.000330508,0.000317758,0.000305008,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257,0.000292257
South Asia  ,heavy_oil,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,9.98E-05,0.000144173,0.000143726,0.000181594,0.000265562,0.000188003,0.000330328,0.000201657,0.000122124,0.000160635,0.000145488,0.000130102,0.000115116,0.000114269,0.000113421,0.000112574,0.000111727,0.00011088,0.000108392,0.000105904,0.000103416,0.000100928,9.84E-05,9.84E-05,9.84E-05,9.83E-05,9.83E-05,9.83E-05,9.75E-05,9.67E-05,9.60E-05,9.52E-05,9.45E-05,9.44E-05,9.43E-05,9.42E-05,9.41E-05,9.40E-05,9.38E-05,9.36E-05,9.34E-05,9.31E-05,9.29E-05,9.26E-05,9.23E-05,9.20E-05,9.17E-05,9.14E-05,9.14E-05,9.14E-05,9.14E-05,9.14E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05,9.15E-05
South Asia  ,light_oil,0.000441989,0.000441989,0.000441989,0.000441989,0.000441989,0.000441989,0.000441989,0.000432191,0.000440402,0.000437076,0.000438167,0.000437922,0.000437103,0.000436548,0.000437521,0.000436687,0.0004381,0.000437453,0.000436157,0.000437174,0.000425697,0.000427861,0.000422307,0.00042138,0.000420452,0.000419524,0.000418597,0.000417669,0.000391557,0.000365444,0.000339332,0.00031322,0.000287107,0.000285256,0.000283404,0.000281552,0.000279701,0.000277849,0.0002622,0.00024655,0.0002309,0.000215251,0.000199601,0.000198758,0.000197915,0.000197072,0.00019623,0.000195387,0.000195413,0.000195438,0.000195464,0.00019549,0.000195516,0.000187099,0.000178683,0.000170266,0.000161849,0.000153432,0.000143798,0.000134163,0.000124529,0.000114894,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259,0.000105259
