iso,fuel,sector,X1850,X1855,X1860,X1865,X1870,X1875,X1880,X1885,X1890,X1895,X1900,X1905,X1910,X1915,X1920,X1925,X1930,X1935,X1940,X1945,X1950,X1955,X1960,X1961,X1962,X1963,X1964,X1965,X1966,X1967,X1968,X1969,X1970,X1971,X1972,X1973,X1974,X1975,X1976,X1977,X1978,X1979,X1980,X1981,X1982,X1983,X1984,X1985,X1986,X1987,X1988,X1989,X1990,X1991,X1992,X1993,X1994,X1995,X1996,X1997,X1998,X1999,X2000,X2001,X2002,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,X2017
mus,biomass,1A4b_Residential,0.004777778,0.00477561,0.004777372,0.004776699,0.004774908,0.004775281,0.004776515,0.004775591,0.004774059,0.004774336,0.004777251,0.004777228,0.004776596,0.004774725,0.004775862,0.004775281,0.004774725,0.004776536,0.004637306,0.00460804,0.004593607,0.004587983,0.004623482,0.004632379,0.004641277,0.004650174,0.004659071,0.004667969,0.004689349,0.004710729,0.004732109,0.004753489,0.004774869,0.004724243,0.004673617,0.004622991,0.004572365,0.004521739,0.004310725,0.00409971,0.003888696,0.003677681,0.003466667,0.003445031,0.003423396,0.003401761,0.003380126,0.003358491,0.003343459,0.003328428,0.003313396,0.003298365,0.003283333,0.003271443,0.003259552,0.003247662,0.003235771,0.003223881,0.003216438,0.003208995,0.003201552,0.003194109,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667,0.003186667
mwi,biomass,1A4b_Residential,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613622,0.004613232,0.004612841,0.004612451,0.00461206,0.00461167,0.004611049,0.004610429,0.004609809,0.004609189,0.004608568,0.004595708,0.004582848,0.004569988,0.004557128,0.004544268,0.004522102,0.004499935,0.004477769,0.004455603,0.004433437,0.004416706,0.004399975,0.004383244,0.004366513,0.004349783,0.004348257,0.004346731,0.004345205,0.004343679,0.004342153,0.004337266,0.004332379,0.004327492,0.004322605,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718,0.004317718
mys,biomass,1A4b_Residential,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004035486,0.004041155,0.004046823,0.004052492,0.00405816,0.004063829,0.004070683,0.004077538,0.004084392,0.004091247,0.004098101,0.004101798,0.004105494,0.00410919,0.004112887,0.004116583,0.004119813,0.004123042,0.004126272,0.004129502,0.004132731,0.004135236,0.004137741,0.004140246,0.004142751,0.004145256,0.004165733,0.004186209,0.004206686,0.004227163,0.00424764,0.004253889,0.004260138,0.004266386,0.004272635,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884,0.004278884
nam,biomass,1A4b_Residential,0.004769231,0.00477193,0.004774194,0.004779412,0.00477027,0.004772727,0.004778947,0.00477451,0.004779817,0.004777778,0.004776,0.004776119,0.004777778,0.004779221,0.004775758,0.004777778,0.00477665,0.004774194,0.004777311,0.004777778,0.004775148,0.004776,0.004776961,0.004776873,0.004776786,0.004776699,0.004776611,0.004776524,0.004776363,0.004776202,0.004776042,0.004775881,0.00477572,0.004775844,0.004775968,0.004776092,0.004776216,0.00477634,0.004776322,0.004776303,0.004776285,0.004776266,0.004776248,0.004776314,0.00477638,0.004776447,0.004776513,0.004776579,0.004776606,0.004776633,0.004776659,0.004776686,0.004776712,0.004776627,0.004776541,0.004776455,0.004776369,0.004776284,0.004776339,0.004776394,0.00477645,0.004776505,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561,0.004776561
ner,biomass,1A4b_Residential,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775922,0.004775982,0.004776041,0.004776101,0.00477616,0.00477622,0.004776176,0.004776132,0.004776088,0.004776044,0.004776,0.004776004,0.004776009,0.004776013,0.004776018,0.004776022,0.004776024,0.004776027,0.004776029,0.004776031,0.004776033,0.004775991,0.00477595,0.004775908,0.004775867,0.004775825,0.004770992,0.00476616,0.004761327,0.004756494,0.004751661,0.004747793,0.004743925,0.004740056,0.004736188,0.00473232,0.004729563,0.004726806,0.00472405,0.004721293,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536,0.004718536
nga,biomass,1A4b_Residential,0.004771514,0.004771794,0.004771909,0.004771772,0.00477187,0.004772072,0.004771824,0.004771902,0.004772145,0.004771762,0.004771955,0.004771831,0.004771951,0.004772418,0.00477233,0.004772527,0.004772064,0.004771669,0.004743534,0.004719171,0.004700148,0.004685914,0.004675444,0.004673288,0.004671131,0.004668975,0.004666818,0.004664662,0.004662437,0.004660213,0.004657988,0.004655764,0.004653539,0.004652174,0.004650809,0.004649443,0.004648078,0.004646713,0.004644175,0.004641638,0.0046391,0.004636563,0.004634025,0.004625969,0.004617913,0.004609857,0.004601801,0.004593744,0.004585158,0.004576572,0.004567986,0.0045594,0.004550815,0.004534632,0.00451845,0.004502267,0.004486085,0.004469903,0.004448165,0.004426427,0.004404689,0.004382951,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213,0.004361213
nic,biomass,1A4b_Residential,0.004912411,0.004914948,0.004915612,0.004914617,0.004913736,0.004913928,0.004912902,0.004913649,0.004914586,0.004913237,0.00491462,0.004914074,0.004913061,0.004913566,0.004914396,0.00491445,0.004914502,0.004913463,0.004913793,0.004914327,0.00488734,0.004886065,0.004886135,0.004886211,0.004886287,0.004886363,0.004886438,0.004886514,0.004886585,0.004886656,0.004886727,0.004886798,0.004886869,0.004886793,0.004886717,0.00488664,0.004886564,0.004886488,0.004886369,0.004886251,0.004886132,0.004886013,0.004885895,0.00488477,0.004883645,0.00488252,0.004881395,0.00488027,0.004880325,0.004880381,0.004880436,0.004880492,0.004880547,0.004887267,0.004893986,0.004900706,0.004907425,0.004914144,0.004914098,0.004914051,0.004914005,0.004913958,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912,0.004913912
nld,biomass,1A4b_Residential,0.002385172,0.002384934,0.002385016,0.002384997,0.002385021,0.002384989,0.002384941,0.002384978,0.00238502,0.002385068,0.002385055,0.002384985,0.002384977,0.002384979,0.002384945,0.002385011,0.00238498,0.002384951,0.002384981,0.002385005,0.002385098,0.002384748,0.002385228,0.002385151,0.002385074,0.002384997,0.00238492,0.002384843,0.00238505,0.002385256,0.002385462,0.002385668,0.002385874,0.002385552,0.00238523,0.002384908,0.002384586,0.002384264,0.002384251,0.002384238,0.002384226,0.002384213,0.0023842,0.002383794,0.002383389,0.002382983,0.002382578,0.002382172,0.0023826,0.002383029,0.002383457,0.002383885,0.002384314,0.002383985,0.002383657,0.002383328,0.002383,0.002382671,0.002383285,0.002383899,0.002384513,0.002385127,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574,0.00238574
nor,biomass,1A4b_Residential,0.002385315,0.002385247,0.002384743,0.002385246,0.002384788,0.002385178,0.0023846,0.002385457,0.0023852,0.002385001,0.002385055,0.002385272,0.002384945,0.002384907,0.00238514,0.00238481,0.002384924,0.002385339,0.002384801,0.002385336,0.002384659,0.002385091,0.002385051,0.002385036,0.002385021,0.002385006,0.002384992,0.002384977,0.002384985,0.002384993,0.002385001,0.00238501,0.002385018,0.002385078,0.002385137,0.002385197,0.002385257,0.002385317,0.002385274,0.002385231,0.002385188,0.002385145,0.002385102,0.002385055,0.002385008,0.002384961,0.002384914,0.002384868,0.002384923,0.002384978,0.002385033,0.002385088,0.002385143,0.002385114,0.002385085,0.002385056,0.002385027,0.002384997,0.002385047,0.002385097,0.002385147,0.002385197,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246,0.002385246
npl,biomass,1A4b_Residential,0.004724845,0.004721643,0.0047179,0.004714368,0.004711039,0.004707182,0.00470366,0.004700455,0.004696926,0.004693134,0.004689881,0.004686366,0.004682862,0.004679568,0.004675766,0.004672235,0.004668784,0.004665252,0.004661988,0.004658556,0.004654732,0.004651319,0.004647635,0.004643149,0.004638662,0.004634175,0.004629688,0.004625201,0.004615235,0.004605269,0.004595303,0.004585337,0.00457537,0.004565824,0.004556277,0.00454673,0.004537183,0.004527637,0.004518538,0.004509439,0.004500341,0.004491242,0.004482143,0.004485421,0.004488699,0.004491977,0.004495255,0.004498533,0.004488071,0.004477609,0.004467147,0.004456685,0.004446223,0.00443968,0.004433137,0.004426593,0.00442005,0.004413507,0.004413673,0.00441384,0.004414007,0.004414173,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434,0.00441434
nzl,biomass,1A4b_Residential,0.003798883,0.003799534,0.003794118,0.00379824,0.003801225,0.0038,0.003797939,0.003798627,0.003799407,0.003798303,0.003798099,0.00379845,0.003799651,0.003798821,0.003799072,0.003799468,0.003799016,0.003798413,0.003798215,0.003799347,0.003799392,0.003799421,0.003798948,0.003798813,0.003798679,0.003798544,0.00379841,0.003798275,0.003798365,0.003798455,0.003798545,0.003798635,0.003798725,0.003798706,0.003798687,0.003798668,0.003798649,0.003798629,0.003798616,0.003798603,0.00379859,0.003798577,0.003798564,0.003798556,0.003798548,0.00379854,0.003798532,0.003798524,0.003798623,0.003798721,0.00379882,0.003798918,0.003799017,0.003798941,0.003798865,0.003798789,0.003798713,0.003798637,0.00379872,0.003798803,0.003798887,0.00379897,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053,0.003799053
pak,biomass,1A4b_Residential,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003766213,0.003775734,0.00378163,0.003783677,0.003785724,0.003787771,0.003789818,0.003791866,0.003793894,0.003795923,0.003797951,0.00379998,0.003802008,0.003929838,0.004057667,0.004185497,0.004313326,0.004441155,0.004441195,0.004441235,0.004441275,0.004441315,0.004441355,0.004441434,0.004441513,0.004441592,0.004441672,0.004441751,0.004441805,0.004441859,0.004441913,0.004441967,0.004442021,0.004442495,0.00444297,0.004443444,0.004443919,0.004444393,0.004444855,0.004445317,0.004445779,0.004446241,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703,0.004446703
pan,biomass,1A4b_Residential,0.004910131,0.004915902,0.004914163,0.004912985,0.004912281,0.004915056,0.004915068,0.004915428,0.00491371,0.004912595,0.004914046,0.004915318,0.004913764,0.004913644,0.004915101,0.004913487,0.004913295,0.004913392,0.004913779,0.004913577,0.004914145,0.004914055,0.0049141,0.00491417,0.004914239,0.004914308,0.004914377,0.004914447,0.00491428,0.004914114,0.004913947,0.004913781,0.004913614,0.004913615,0.004913615,0.004913616,0.004913616,0.004913617,0.004913648,0.00491368,0.004913711,0.004913743,0.004913774,0.004913785,0.004913797,0.004913808,0.004913819,0.00491383,0.004913859,0.004913887,0.004913915,0.004913943,0.004913972,0.004913917,0.004913862,0.004913808,0.004913753,0.004913698,0.004913861,0.004914025,0.004914188,0.004914351,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515,0.004914515
per,biomass,1A4b_Residential,0.004620552,0.004603861,0.004603875,0.004620094,0.004630174,0.00466057,0.004654663,0.004658405,0.004659405,0.004660973,0.004648739,0.004646642,0.004643907,0.004645553,0.00464997,0.004656522,0.004664184,0.004658184,0.0046532,0.004652712,0.004641963,0.004643769,0.004644112,0.004643803,0.004643493,0.004643184,0.004642874,0.004642565,0.004649173,0.004655781,0.004662389,0.004668997,0.004675605,0.004678416,0.004681227,0.004684037,0.004686848,0.004689659,0.004683344,0.004677029,0.004670713,0.004664398,0.004658083,0.004658399,0.004658715,0.004659032,0.004659348,0.004659664,0.004661139,0.004662615,0.00466409,0.004665565,0.00466704,0.004675467,0.004683893,0.00469232,0.004700746,0.004709173,0.004703235,0.004697297,0.004691359,0.004685421,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483,0.004679483
phl,biomass,1A4b_Residential,0.00450152,0.00450456,0.004507623,0.004510614,0.004512407,0.004513765,0.00451341,0.004511308,0.004507304,0.004503924,0.004502668,0.004506785,0.004508409,0.004509927,0.004511804,0.004515007,0.004518901,0.004503164,0.004490844,0.004481718,0.004471251,0.004473222,0.004474834,0.004475399,0.004475965,0.00447653,0.004477095,0.004477661,0.004478222,0.004478782,0.004479343,0.004479904,0.004480465,0.004480386,0.004480306,0.004480227,0.004480147,0.004480068,0.004478703,0.004477338,0.004475973,0.004474608,0.004473243,0.004471537,0.00446983,0.004468123,0.004466417,0.00446471,0.004436723,0.004408736,0.004380748,0.004352761,0.004324774,0.004316807,0.004308841,0.004300874,0.004292908,0.004284941,0.004276941,0.004268941,0.004260941,0.004252941,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494,0.00424494
pol,biomass,1A4b_Residential,0.005378745,0.005378745,0.005378766,0.005378751,0.005378778,0.00537874,0.005378746,0.005378748,0.005378767,0.005378753,0.005378737,0.005378751,0.005378739,0.005378755,0.00537878,0.00537873,0.005378763,0.005378744,0.005378745,0.005378766,0.005378795,0.005378762,0.005378752,0.005378742,0.005378732,0.005378722,0.005378712,0.005378702,0.005378705,0.005378708,0.005378711,0.005378714,0.005378717,0.005378724,0.005378731,0.005378739,0.005378746,0.005378753,0.00537876,0.005378768,0.005378775,0.005378782,0.00537879,0.005378793,0.005378797,0.0053788,0.005378804,0.005378808,0.005378808,0.005378808,0.005378808,0.005378808,0.005378808,0.005378803,0.005378798,0.005378793,0.005378788,0.005378783,0.00537879,0.005378796,0.005378803,0.00537881,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816,0.005378816
prk,biomass,1A4b_Residential,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002759698,0.002677331,0.002637465,0.002635068,0.002632672,0.002630275,0.002627878,0.002625481,0.002624851,0.002624221,0.002623592,0.002622962,0.002622332,0.002622062,0.002621792,0.002621522,0.002621252,0.002620983,0.002620906,0.00262083,0.002620754,0.002620678,0.002620602,0.0026206,0.002620598,0.002620596,0.002620594,0.002620592,0.002620573,0.002620554,0.002620535,0.002620516,0.002620497,0.00262054,0.002620584,0.002620628,0.002620672,0.002620716,0.002620707,0.002620698,0.002620689,0.00262068,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671,0.002620671
prt,biomass,1A4b_Residential,0.002385272,0.002385377,0.002384948,0.002384567,0.002384783,0.00238501,0.002384966,0.002385129,0.002385264,0.002385066,0.002385311,0.002384908,0.002385186,0.002384786,0.002384951,0.002385002,0.002384883,0.002384918,0.002384729,0.002385336,0.002384977,0.002384748,0.002385706,0.00238558,0.002385453,0.002385327,0.0023852,0.002385074,0.002385004,0.002384935,0.002384865,0.002384795,0.002384726,0.002384631,0.002384537,0.002384442,0.002384348,0.002384253,0.002384518,0.002384783,0.002385048,0.002385313,0.002385578,0.002385464,0.00238535,0.002385235,0.002385121,0.002385007,0.002384915,0.002384822,0.00238473,0.002384637,0.002384545,0.002384603,0.002384661,0.002384719,0.002384777,0.002384835,0.002384796,0.002384757,0.002384718,0.002384679,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464,0.00238464
pry,biomass,1A4b_Residential,0.004776952,0.004776029,0.004776693,0.004776076,0.004776962,0.004775048,0.004777328,0.004775726,0.00469995,0.004680225,0.00465874,0.004661718,0.00466591,0.004661388,0.004655792,0.004650699,0.004647854,0.004647724,0.004649502,0.004632684,0.004622238,0.00460596,0.004584018,0.004579981,0.004575943,0.004571905,0.004567868,0.00456383,0.004559968,0.004556106,0.004552245,0.004548383,0.004544521,0.004537668,0.004530814,0.004523961,0.004517108,0.004510254,0.00450477,0.004499286,0.004493802,0.004488318,0.004482834,0.004435773,0.004388711,0.004341649,0.004294588,0.004247526,0.004237875,0.004228223,0.004218572,0.004208921,0.004199269,0.004199591,0.004199913,0.004200234,0.004200556,0.004200877,0.004091735,0.003982593,0.00387345,0.003764308,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166,0.003655166
reu,biomass,1A4b_Residential,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002333333,0.002326667,0.00232,0.002313333,0.002306667,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.002694545,0.003089091,0.003483636,0.003878182,0.004272727,0.004232997,0.004193266,0.004153535,0.004113805,0.004074074,0.004017154,0.003960234,0.003903314,0.003846394,0.003789474,0.003506579,0.003223684,0.002940789,0.002657895,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375,0.002375
rou,biomass,1A4b_Residential,0.00537882,0.005378739,0.005378751,0.005378703,0.005378703,0.005378707,0.005378813,0.005378783,0.005378777,0.005378732,0.00537881,0.005378744,0.005378768,0.00537872,0.005378798,0.005378738,0.005378796,0.005378779,0.005378731,0.005378743,0.005378808,0.005378809,0.005378742,0.005378752,0.005378762,0.005378772,0.005378782,0.005378792,0.005378776,0.005378761,0.005378745,0.00537873,0.005378714,0.005378722,0.00537873,0.005378739,0.005378747,0.005378755,0.005378758,0.005378762,0.005378765,0.005378769,0.005378772,0.005378767,0.005378762,0.005378756,0.005378751,0.005378746,0.005378753,0.00537876,0.005378767,0.005378773,0.00537878,0.005378779,0.005378777,0.005378776,0.005378774,0.005378773,0.005378777,0.005378782,0.005378786,0.00537879,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795,0.005378795
rus,biomass,1A4b_Residential,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.005378761,0.00537876,0.005378758,0.005378757,0.005378756,0.005378755,0.005378756,0.005378758,0.005378759,0.005378761,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762,0.005378762
rwa,biomass,1A4b_Residential,0.004776119,0.004776786,0.004774194,0.004776557,0.004776667,0.004777439,0.004776536,0.004776923,0.004775414,0.004775599,0.00477621,0.004776536,0.004776248,0.004775478,0.004776471,0.004776119,0.004696126,0.004621098,0.004556513,0.004497869,0.004432024,0.004387797,0.00435012,0.004344105,0.00433809,0.004332075,0.004326059,0.004320044,0.004313704,0.004307363,0.004301022,0.004294681,0.004288341,0.004281311,0.004274281,0.004267251,0.004260221,0.004253191,0.004252204,0.004251216,0.004250228,0.004249241,0.004248253,0.004246106,0.004243958,0.004241811,0.004239663,0.004237516,0.004229431,0.004221346,0.004213261,0.004205176,0.004197091,0.00420531,0.004213529,0.004221748,0.004229966,0.004238185,0.004213891,0.004189597,0.004165302,0.004141008,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714,0.004116714
scg,biomass,1A4b_Residential,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005379046,0.005378908,0.00537877,0.005378631,0.005378493,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355,0.005378355
sdn,biomass,1A4b_Residential,0.004281532,0.00428164,0.00428163,0.004281627,0.004281046,0.004281004,0.004280874,0.004280621,0.004280215,0.004280414,0.004280355,0.004279878,0.004279985,0.004279624,0.004279166,0.004278535,0.004278061,0.004277219,0.004276871,0.004276634,0.004276378,0.004271078,0.004260481,0.004258019,0.004255557,0.004253095,0.004250633,0.00424817,0.004245689,0.004243207,0.004240725,0.004238243,0.004235761,0.00423408,0.004232399,0.004230718,0.004229037,0.004227356,0.00422424,0.004221123,0.004218006,0.00421489,0.004211773,0.004193779,0.004175784,0.00415779,0.004139796,0.004121801,0.004104713,0.004087625,0.004070536,0.004053448,0.00403636,0.004017087,0.003997814,0.003978542,0.003959269,0.003939996,0.003932519,0.003925042,0.003917565,0.003910088,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611,0.003902611
sen,biomass,1A4b_Residential,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004432432,0.004428774,0.004425116,0.004421458,0.0044178,0.004414141,0.004407848,0.004401555,0.004395261,0.004388968,0.004382674,0.004376922,0.004371171,0.004365419,0.004359667,0.004353915,0.004347914,0.004341912,0.004335911,0.004329909,0.004323907,0.004319956,0.004316004,0.004312052,0.0043081,0.004304149,0.004288092,0.004272036,0.004255979,0.004239923,0.004223867,0.004220652,0.004217438,0.004214223,0.004211009,0.004207794,0.004210665,0.004213536,0.004216407,0.004219278,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149,0.004222149
sle,biomass,1A4b_Residential,0.004769231,0.00476,0.00476,0.004782609,0.004772727,0.004777778,0.004764706,0.004769231,0.004767442,0.004779528,0.004629482,0.00462931,0.004627451,0.004599569,0.004601227,0.00460249,0.004598214,0.004597998,0.004590945,0.00458615,0.004580045,0.004566759,0.004548283,0.004544296,0.004540309,0.004536321,0.004532334,0.004528347,0.004522566,0.004516784,0.004511002,0.004505221,0.004499439,0.004493141,0.004486844,0.004480547,0.004474249,0.004467952,0.00446042,0.004452889,0.004445357,0.004437826,0.004430294,0.004429896,0.004429498,0.0044291,0.004428702,0.004428305,0.004423516,0.004418726,0.004413937,0.004409148,0.004404359,0.004397219,0.004390078,0.004382937,0.004375796,0.004368655,0.004359579,0.004350502,0.004341425,0.004332349,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272,0.004323272
