Data.Type,Emission,Region,Sector,Start.Year,End.Year,Source.Comment
Activity,None,global,2C_Metal-production,1850,2017,Pig Iron Production (Global 1980 - 2017: https://www.worldsteel.org/steel-by-topic/statistics/steel-statistical-yearbook.html; USA 1910-2014: USGS; Other regions 1910-1979: crudely extrapolated to match USGS world totals.)

