Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
Mapping,NA,NA,NA,NA,NA,"Proxy substitution flag for certain iso-sector combination, the sub_flag is applied for all years. Created by task CMIP6-proxy-substitution-mapping-generation"
