Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
Energy Consumption,NA,USA,Residential,1949,2018,"Residential biomass consumption for the U.S. by fuel type. U.S. EIA Feb 2019 Monthly Energy Review. Released May 29, 2019. Downloaded from: http://www.eia.gov/totalenergy/data/monthly/#renewable."

