Data-Type,Emission,Region,Sector,Start Year,End Year,Source/Comment
Population,NA,Global,NA,1950,2050,UN urban population shares by country. World Urbanization Prospects: The 2018 Revision. Downloaded from: https://population.un.org/wup/Download/
