"Source","Data-Type","Emission","Region","Sector","Start-Year","End-Year","Source/Comment"
"user-defined-energy/Primarenergie_Elektrische_Energie.csv","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file user-defined-energy/Primarenergie_Elektrische_Energie"
