"Source","Data-Type","Emission","Region","Sector","Start-Year","End-Year","Source/Comment"
"user-defined-energy/Coal_since_1853.xls","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Metadata input file missing for data file user-defined-energy/Coal_since_1853"
