Data-Type,Emission,Region,Sector,Start-Year,End-Year,Source/Comment
Emissions,All,Canada,All,1990,2017,August 2019 - http://data.ec.gc.ca/data/substances/monitor/canada-s-air-pollutant-emissions-inventory/APEI_Tables_Canada_Provinces_Territories/?lang=en 

